station_name,coords,latitude,longitude,names,admin1,admin2,country
"HEIMDAL OIL PLATFORM, NO","(59.5666666, 2.2166666)",59.3057,4.8862,Utsira,Rogaland,Utsira,NO
"NAMPO, KN","(38.7166666, 125.3833333)",38.7375,125.40778,Namp'o,P'yongan-namdo,,KP
"FORET MONTMORENCY RCS QUE, CA","(47.3166666, -71.1333333)",47.04428,-70.89529,Beaupre,Quebec,Capitale-Nationale,CA
"GADSDEN MUNICIPAL AIRPORT, AL US","(33.96667, -86.08333)",33.95482,-86.04192,Rainbow City,Alabama,Etowah County,US
"PRIMORSKO AHTARSK, RS","(46.0333333, 38.15)",46.0497,38.1747,Primorsko-Akhtarsk,Krasnodarskiy,,RU
"CENTRE ISLAND, AS","(-15.75, 136.8)",-13.85413,136.42129,Alyangula,Northern Territory,,AU
"MISCOU ISLAND AUT, CA","(48.0166666, -64.5)",48.34935,-64.67926,Chandler,Quebec,Gaspesie-Iles-de-la-Madeleine,CA
"REXBURG MADISON CO AIRPORT, ID US","(43.83211, -111.80751)",43.82602,-111.78969,Rexburg,Idaho,Madison County,US
"VOLOCHANKA, RS","(70.9666666, 94.5)",69.4865,88.3972,Talnakh,Krasnoyarskiy,,RU
"EGGEGRUND, SW","(60.7333333, 17.5666666)",60.64104,17.40915,Skutskaer,Uppsala,Alvkarleby Kommun,SE
"PORT ARANSAS MUSTANG BEACH AIRPORT, TX US","(27.81194, -97.08861)",27.83392,-97.0611,Port Aransas,Texas,Nueces County,US
"ELM, SZ","(46.9166666, 9.1833333)",46.83705,9.28458,Flims,Grisons,Imboden District,CH
"TWO HILLS AGDM ALTA, CA","(53.6166666, -111.6666666)",53.71686,-111.75181,Two Hills,Alberta,,CA
"BEREZOVO, RS","(63.9333333, 65.05)",63.93806,65.04194,Berezovo,Khanty-Mansiyskiy Avtonomnyy Okrug,,RU
"SANTA CRUZ AERO, BR","(-22.9333333, -43.7166666)",-22.85222,-43.77528,Itaguai,Rio de Janeiro,Itaguai,BR
"SPRINGFIELD WEATHER SERVICE OFFICE AIRPORT, MO US","(37.23983, -93.38995)",37.30505,-93.42853,Willard,Missouri,Greene County,US
"THOMAS P STAFFORD AIRPORT, OK US","(35.55, -98.667)",35.52616,-98.70757,Weatherford,Oklahoma,Custer County,US
"COMISO, IT","(36.9833333, 14.6166666)",36.95587,14.60112,Comiso,Sicily,Ragusa,IT
"SANGLOK, TI","(38.25, 69.2333333)",38.38917,69.32272,Norak,Khatlon,,TJ
"OWERRI, NI","(5.4833333, 7.0)",5.48333,7.03041,Owerri,Imo,,NG
"ALBEMARLE, UK","(55.0166666, -1.8666666)",54.98333,-1.85,Horsley,England,Northumberland,GB
"CORDOBA OBSERVATORIO, AR","(-31.42076, -64.19826)",-31.4135,-64.18105,Cordoba,Cordoba,Departamento de Capital,AR
"GALZIG, AU","(47.1333333, 10.2333333)",47.1275,10.26372,Sankt Anton am Arlberg,Tyrol,Politischer Bezirk Landeck,AT
"MANCHESTER, UK","(53.353744, -2.27495)",53.35,-2.28333,Ringway,England,Manchester,GB
"JORDAN AIRPORT, MT US","(47.325928, -106.948724)",47.32083,-106.91007,Jordan,Montana,Garfield County,US
"CONCEICAO DAS ALAGOAS, BR","(-19.9858333, -48.1525)",-20.17944,-48.03194,Miguelopolis,Sao Paulo,Miguelopolis,BR
"BLINKOVO, KZ","(42.233, 70.117)",42.18301,69.88393,Lenger,Ongtustik Qazaqstan,,KZ
"ABISKO, SW","(68.35379, 18.81644)",68.86099,18.34857,Setermoen,Troms,Bardu,NO
"CERNAVODA, RO","(44.35, 28.05)",44.33957,28.03273,Cernavoda,Constanta,Oras Cernavoda,RO
"ANKARA CENTRAL, TU","(39.95, 32.8833333)",39.94044,32.91012,Mamak,Ankara,,TR
"KAKAMEGA, KE","(0.271342, 34.787297)",0.28422,34.75229,Kakamega,Kakamega,,KE
"SPLIT MARJAN, HR","(43.5166666, 16.4333333)",43.50891,16.43915,Split,Splitsko-Dalmatinska,Grad Split,HR
"ARXAN, CH","(47.1666666, 119.9333333)",47.1756,119.94809,Wenquan,Inner Mongolia,,CN
"SHAHID ASYAEE, IR","(32.002304, 49.270668)",31.9364,49.3039,Masjed Soleyman,Khuzestan,,IR
"EL MONTE EMSU, CA US","(34.08333, -118.03333)",34.06862,-118.02757,El Monte,California,Los Angeles County,US
"WATSON LAKE AUT YT, CA","(60.1166666, -128.8166666)",60.06349,-128.70893,Watson Lake,Yukon,,CA
"ISLAY, UK","(55.681944, -6.256667)",55.78526,-6.23886,Isle of Islay,Scotland,Argyll and Bute,GB
"BALD MOUNTAIN COTTONWOOD PASS, CO US","(38.783, -106.217)",38.84222,-106.13113,Buena Vista,Colorado,Chaffee County,US
"VIOSCA KNOLL 768 OIL PLATFORM, AL US","(29.233, -87.783)",30.24604,-87.70082,Gulf Shores,Alabama,Baldwin County,US
"SARAKHS, IR","(36.5, 61.067)",36.5449,61.1577,Sarakhs,Razavi Khorasan,,IR
"NAMPULA, MZ","(-15.105611, 39.2818)",-15.11646,39.2666,Nampula,Nampula,,MZ
"SHARAKKOP, KZ","(51.4, 51.95)",51.22102,51.95723,Fedorovka,Batys Qazaqstan,,KZ
"LES EPLATURES, SZ","(47.08385, 6.792836)",47.09993,6.82586,La Chaux-de-Fonds,Neuchatel,La Chaux-de-Fonds District,CH
"DOKSHITSY, BO","(54.8833333, 27.75)",54.8918,27.7667,Dokshytsy,Vitebsk,,BY
"CONSORT AGDM ALTA, CA","(51.9333333, -110.7)",52.35014,-110.26828,Provost,Alberta,,CA
"SHEBOYGAN CO MEMORIAL AIRPORT, WI US","(43.7748, -87.84903)",43.73197,-87.82213,Sheboygan Falls,Wisconsin,Sheboygan County,US
"SCHEFFERVILLE A, CA","(54.8, -66.8)",52.94626,-66.91137,Labrador City,Newfoundland and Labrador,,CA
"PINGTAN, CH","(25.5166666, 119.7833333)",25.5107,119.77752,Lancheng,Fujian,,CN
"BINDER, MG","(48.6166667, 110.6)",48.61667,110.6,Onon,Hentiy,,MN
"PORT MANATEE, FL US","(27.63, -82.57)",27.53587,-82.56121,Memphis,Florida,Manatee County,US
"GATESVILLE MUNICIPAL AIRPORT, TX US","(31.417, -97.8)",31.43516,-97.74391,Gatesville,Texas,Coryell County,US
"FUJIN, CH","(47.2333333, 131.9833333)",47.26,132.03222,Fujin,Heilongjiang Sheng,,CN
"BRANSON AIRPORT, MO US","(36.533, -93.2)",36.62117,-93.21546,Hollister,Missouri,Taney County,US
"WANDERING, AS","(-32.6666666, 116.6666666)",-32.93282,117.17763,Narrogin,Western Australia,Narrogin,AU
"KAMENNAJA STEP, RS","(51.05, 40.7)",51.11444,40.73,Talovaya,Voronezj,,RU
"MATAVERI INTERNATIONAL, CI","(-27.164792, -109.421831)",-27.15474,-109.43241,Hanga Roa,Valparaiso,,CL
"NESBYEN TODOKK, NO","(60.5666666, 9.1333333)",60.56809,9.10274,Nesbyen,Buskerud,Nes,NO
"LUOGANG, CH","(31.780019, 117.298436)",31.86389,117.28083,Hefei,Anhui Sheng,,CN
"VAN NUYS AIRPORT, CA US","(34.21214, -118.49146)",34.22834,-118.53675,Northridge,California,Los Angeles County,US
"HARAR MEDA MIL, ET","(8.7333333, 39.0)",8.75225,38.97846,Bishoftu,Oromiya,,ET
"PAGO PAGO, AQ","(-14.28, -170.7)",-14.27806,-170.7025,Pago Pago,Eastern District,,AS
"MERKEL FIELD SYLACAUGA MUNICIPAL, AL US","(33.171837, -86.305539)",33.18345,-86.26109,Mignon,Alabama,Talladega County,US
"LEFKOSA, CY","(35.2, 33.35)",35.17531,33.3642,Nicosia,Lefkosia,,CY
"ONGERUP, AS","(-33.95, 118.4833333)",-33.68787,117.5584,Katanning,Western Australia,Katanning,AU
"STAUNTON, VA US","(38.26361, -78.89639)",38.28846,-78.91308,Weyers Cave,Virginia,Augusta County,US
"DELAWARE MUNICIPAL JIM MOORE FIELD AIRPORT, OH US","(40.28, -83.115)",40.29867,-83.06797,Delaware,Ohio,Delaware County,US
"ONGOLE, IN","(15.5, 80.0833333)",15.50642,80.04867,Ongole,Andhra Pradesh,Prakasam,IN
"BROAD RIVER, FL US","(25.4833333, -80.9833333)",25.44789,-80.47922,Florida City,Florida,Miami-Dade County,US
"STARKE CO AIRPORT, IN US","(41.333, -86.667)",41.29588,-86.62501,Knox,Indiana,Starke County,US
"JUANDA, ID","(-7.379831, 112.786858)",-7.37222,112.77278,Semampirbarat,East Java,,ID
"LAWRENCE MUNICIPAL AIRPORT, MA US","(42.71249, -71.12558)",42.6987,-71.13506,North Andover,Massachusetts,Essex County,US
"PREGUICAS, BR","(-3.3, -60.6333333)",-3.29972,-60.62056,Manacapuru,Amazonas,Manacapuru,BR
"WAMENA, ID","(-4.102511, 138.957372)",-3.7627,138.8085,Wurigelebur,Papua,,ID
"BOULIA AIRPORT, AS","(-22.9166666, 139.9)",-20.72523,139.49727,Mount Isa,Queensland,Mount Isa,AU
"EDFU, EG","(24.9833333, 32.8666666)",24.98028,32.87472,Idfu,Aswan,,EG
"BROMMA, SW","(59.354372, 17.94165)",59.34,17.94,Bromma,Stockholm,Stockholms Kommun,SE
"COAST GUARD SECTOR, AL US","(30.65, -88.05)",30.69436,-88.04305,Mobile,Alabama,Mobile County,US
"SHEOAKS AWS, AS","(-37.9, 144.1166666)",-38.09564,144.31968,Bell Post Hill,Victoria,Greater Geelong,AU
"GROENLANDSHAVNEN, DA","(57.05, 10.05)",57.01194,10.05617,Klarup,North Denmark,Alborg Kommune,DK
"YANCO AGRICULTURAL INSTITUTE, AS","(-34.6166666, 146.4333333)",-34.55105,146.40483,Leeton,New South Wales,Leeton,AU
"CONSTABLE POINT, GL","(70.75, -22.65)",66.07475,-23.13498,Isafjoerdur,Westfjords,,IS
"MISKOLC, HU","(48.0833333, 20.7666667)",48.1,20.78333,Miskolc,Borsod-Abauj-Zemplen,,HU
"DAKHLA, WI","(23.718294, -15.931994)",23.68477,-15.95798,Dakhla,Oued Ed-Dahab-Lagouira,,EH
"LE BREUIL, FR","(47.678492, 1.208844)",47.6,1.26667,Saint-Sulpice-de-Pommeray,Centre,Departement du Loir-et-Cher,FR
"TOMAHAWK REGIONAL AIRPORT, WI US","(45.46917, -89.80556)",45.47108,-89.72986,Tomahawk,Wisconsin,Lincoln County,US
"AKSEHIR, TU","(38.35, 31.4166666)",38.3575,31.41639,Aksehir,Konya,,TR
"ISTANBUL BOLGE KARTAL, TU","(40.9, 29.15)",40.93567,29.15507,Maltepe,Istanbul,,TR
"REBOLY, RS","(63.8333333, 30.8166666)",64.571,30.57667,Kostomuksha,Republic of Karelia,,RU
"KABALE, UG","(-1.25, 29.9833333)",-1.24857,29.98993,Kabale,Western Region,Kabale District,UG
"PUERTO ESCONDIDO INTERNATIONAL, MX","(15.876861, -97.089117)",15.87037,-97.07726,Puerto Escondido,Oaxaca,San Pedro Mixtepec -Dto. 22 -,MX
"EL GEN SOVHOZ, RS","(62.8, 150.6666666)",62.08782,150.52162,Sinegor'ye,Magadan,,RU
"TAUTII MAGHERAUS, RO","(47.658389, 23.470022)",47.65,23.48333,Tautii Magherus,Maramures,,RO
"BEITBRIDGE, ZI","(-22.2166667, 30.0)",-22.21667,30,Beitbridge,Matabeleland South,,ZW
"BOULMER, UK","(55.424167, -1.603333)",55.4,-1.6,Alnmouth,England,Northumberland,GB
"LONGUE POINTE DE MINGAN QUE, CA","(50.2713888, -64.2263888)",50.24342,-63.60264,Havre-Saint-Pierre,Quebec,Cote-Nord,CA
"BROADVIEW SASK, CA","(50.3680556, -102.570833)",50.65001,-102.08426,Esterhazy,Saskatchewan,,CA
"MOSTAR, BK","(43.35, 17.8)",43.34333,17.80806,Mostar,Federation of Bosnia and Herzegovina,Hercegovacko-Bosanski Kanton,BA
"QUIRINDI, AS","(-31.5, 150.6666666)",-31.50763,150.67902,Quirindi,New South Wales,Liverpool Plains,AU
"ELDRED ROCK, AK US","(58.9666666, -135.2166666)",59.22859,-135.44411,Haines,Alaska,Haines Borough,US
"MILK RIVER RIDGE RESEVOIR, CA","(49.2833333, -112.5333333)",49.44998,-112.65185,Raymond,Alberta,,CA
"WHANG RYEONG, KS","(37.75, 128.6666667)",37.75556,128.89611,Kang-neung,Gangwon-do,,KR
"CRESCENT CITY MCNAMARA AIRPORT, CA US","(41.78361, -124.23796)",41.75595,-124.20175,Crescent City,California,Del Norte County,US
"BURI RAM, TH","(15.229539, 103.253231)",15.29703,103.29192,Satuek,Buriram,,TH
"BEAUCOUZE, FR","(47.4833333, -0.6)",47.5,-0.58333,Avrille,Pays de la Loire,Departement de Maine-et-Loire,FR
"GEORGETOWN, GY","(6.8, -58.15)",6.80448,-58.15527,Georgetown,Demerara-Mahaica,,GY
"BOM JESUS DO PIAUI, BR","(-9.0666666, -44.3666666)",-9.07444,-44.35861,Bom Jesus,Piaui,Bom Jesus,BR
"SYDNEY BANKSTOWN, AS","(-33.924444, 150.988333)",-33.93934,150.98148,Milperra,New South Wales,Bankstown,AU
"POINT BISHOP, AK US","(58.2, -134.1333333)",58.30194,-134.41972,Juneau,Alaska,Juneau City and Borough,US
"DEBRECEN, HU","(47.488917, 21.615331)",47.45,21.63333,Mikepercs,Hajdu-Bihar,,HU
"ILHEUS, BR","(-14.815964, -39.033197)",-14.79364,-39.03949,Ilheus,Bahia,Ilheus,BR
"SNASA, NO","(64.1666666, 12.4666666)",64.2457,12.37779,Snaase,Nord-Trondelag,Snasa,NO
"RANGPUR, BG","(25.7333333, 89.2333333)",25.74664,89.25166,Rangpur,Rangpur Division,,BD
"SHAHID ASHRAFI ESFAHANI, IR","(34.345853, 47.158125)",34.31417,47.065,Kermanshah,Kermanshah,,IR
"BAR, MJ","(42.1, 19.1)",42.09306,19.10028,Bar,Bar,,ME
"JAKUTSK, RS","(62.0166666, 129.7166666)",62.03389,129.73306,Yakutsk,Sakha,,RU
"LAMPHUN, TH","(18.5666666, 99.0333333)",18.58054,99.00745,Lamphun,Lamphun,,TH
"JUVA PARTALA, FI","(61.9, 27.8833333)",61.9,27.85,Juva,Southern Savonia,Pieksaemaeki,FI
"CAPT JOSE A QUINONES GONZALES INTERNATIONAL, PE","(-6.787475, -79.828097)",-6.77137,-79.84088,Chiclayo,Lambayeque,Provincia de Chiclayo,PE
"BATZ ISLAND, FR","(48.75, -4.0166667)",48.72381,-3.98709,Roscoff,Brittany,Departement du Finistere,FR
"JAMMU, IN","(32.6666666, 74.8333333)",32.6106,74.85557,Bishnah,Kashmir,Jammu,IN
"OZAR AIR FORCE STATION NASHIK AIRPORT, IN","(20.119156, 73.914097)",20.09473,73.92816,Ozar,Maharashtra,Nashik Division,IN
"LASK, PL","(51.551667, 19.179058)",51.50228,19.16419,Buczek,Lodz Voivodeship,Powiat laski,PL
"TIKSI, RS","(71.697667, 128.903017)",71.69002,128.86467,Tiksi,Sakha,,RU
"FORT ROSS, CA","(72.0166666, -94.2)",68.62602,-95.87836,Gjoa Haven,Nunavut,,CA
"KOTLAS, RS","(61.2333333, 46.7166667)",61.25745,46.64963,Kotlas,Arkhangelskaya,,RU
"HOLZDORF, GM","(51.767833, 13.167667)",51.77873,13.12756,Holzdorf,Saxony-Anhalt,,DE
"MARMARIS, TU","(36.85, 28.2666666)",36.855,28.27417,Marmaris,Mugla,Marmaris,TR
"BHAWANIPATNA, IN","(19.9166666, 83.1833333)",19.90765,83.16858,Bhawanipatna,Odisha,Kalahandi,IN
"CAMERON FALLS AUT ONT, CA","(49.15, -88.3333333)",48.38202,-89.25018,Thunder Bay,Ontario,Thunder Bay District,CA
"SHANNON, EI","(52.701978, -8.924817)",52.70389,-8.86417,Shannon,Munster,An Clar,IE
"CIUDAD REAL, SP","(38.9833333, -3.9166666)",38.98626,-3.92907,Ciudad Real,Castille-La Mancha,Provincia de Ciudad Real,ES
"OSCAR ROY, MT US","(47.3333333, -108.933333)",47.06247,-109.42824,Lewistown,Montana,Fergus County,US
"VICTORIA BEACH AUT MAN, CA","(50.7, -96.5666666)",50.63362,-96.99066,Gimli,Manitoba,,CA
"PLOCK, PL","(52.5833333, 19.7333333)",52.54682,19.70638,Plock,Masovian Voivodeship,Plock,PL
"BIJSK ZONAL NAYA, RS","(52.6666666, 84.9166666)",52.6665,84.9331,Zonal'noye,Altai Krai,,RU
"TETULIA PANCHAGOR, BG","(26.35, 88.6)",26.33338,88.55777,Panchagarh,Rangpur Division,,BD
"MAHIA AWS, NZ","(-39.1166666, 177.95)",-38.65333,178.00417,Gisborne,Gisborne,Gisborne District,NZ
"PAROS, GR","(37.0166667, 25.1333333)",37.03333,25.08333,Antiparos,South Aegean,Nomos Kykladon,GR
"LABASA, FJ","(-16.466749, 179.33986)",-16.41667,179.38333,Lambasa,Northern,,FJ
"NAAMA, AG","(33.2666666, -0.3)",33.26667,-0.31667,Naama,Wilaya de Naama,,DZ
"UNALAKLEET FIELD, AK US","(63.88333, -160.8)",60.79222,-161.75583,Bethel,Alaska,Bethel Census Area,US
"SARNY, UP","(51.2833333, 26.6166666)",51.33795,26.60191,Sarny,Rivne,,UA
"ADJUD, RO","(46.1, 27.1666666)",46.1,27.16667,Adjud,Vrancea,,RO
"ZAGREB GRIC, HR","(45.8, 15.9666666)",45.81313,15.97753,Zagreb - Centar,Grad Zagreb,,HR
"ESTCOURT, SF","(-29.0, 29.8833333)",-29.01269,29.86619,Estcourt,KwaZulu-Natal,uThukela District Municipality,ZA
"PINAL AIRPARK, AZ US","(32.510624, -111.32789)",32.43785,-111.31539,Avra Valley,Arizona,Pima County,US
"ALTURAS MUNICIPAL AIRPORT, CA US","(41.48362, -120.5615)",41.48711,-120.54246,Alturas,California,Modoc County,US
"GANYU, CH","(34.85, 119.1333333)",34.84828,119.10835,Qingkou,Jiangsu Sheng,,CN
"SENHOR DO BONFIM, BR","(-10.45, -40.15)",-10.46139,-40.18944,Senhor do Bonfim,Bahia,Senhor Do Bonfim,BR
"HAKODATE, JA","(41.77, 140.821944)",41.77583,140.73667,Hakodate,Hokkaido,,JP
"CLAXTON EVANS CO AIRPORT, GA US","(32.2, -81.87)",32.16158,-81.904,Claxton,Georgia,Evans County,US
"BAHTY, KZ","(46.65, 82.75)",46.74535,82.95847,Tacheng,Xinjiang Uygur Zizhiqu,,CN
"OURICURI, BR","(-7.5333333, -40.0333333)",-7.65194,-40.14889,Ipubi,Pernambuco,Ipubi,BR
"CRANFIELD, UK","(52.072222, -0.616667)",52.06869,-0.60884,Cranfield,England,Central Bedfordshire,GB
"BAGDOGRA, IN","(26.681206, 88.328567)",26.69929,88.31177,Baghdogra,West Bengal,Darjiling,IN
"TALLULAH VICKSBURG REGIONAL AIRPORT, LA US","(32.34808, -91.02994)",32.35265,-90.87788,Vicksburg,Mississippi,Warren County,US
"TTE AV JORGE HENRICH ARAUZ, BL","(-14.818739, -64.918019)",-14.83333,-64.9,Trinidad,El Beni,,BO
"RICH LAKE AGDM ALTA, CA","(54.5, -111.7)",54.7669,-111.96861,Lac La Biche,Alberta,,CA
"BIG FORK MUNICIPAL AIRPORT, MN US","(47.78278, -93.65)",47.26356,-93.62022,Cohasset,Minnesota,Itasca County,US
"SANTIAGO, SP","(42.896333, -8.415144)",42.98333,-8.43333,Oroso,Galicia,Provincia da Coruna,ES
"PHIFER AFLD, WY US","(42.05, -104.9333333)",42.05407,-104.95295,Wheatland,Wyoming,Platte County,US
"KOHIMA, IN","(25.6333333, 94.1666666)",25.67467,94.11099,Kohima,Nagaland,Kohima,IN
"SVETLOGORSK, RS","(54.917, 20.133)",54.94114,20.11397,Otradnoye,Kaliningrad,,RU
"CORAL HARBOUR, CA","(64.193333, -83.359444)",62.81732,-92.08324,Rankin Inlet,Nunavut,,CA
"MOUNT BARKER, AS","(-35.0666666, 138.85)",-35.05,138.85,Little Hampton,South Australia,Mount Barker,AU
"SAVANNAH HUNTER FIELD, GA US","(32.01667, -81.13333)",32.08354,-81.09983,Savannah,Georgia,Chatham County,US
"WIENER NEUSTADT, AU","(47.85, 16.25)",47.85,16.23333,Theresienfeld,Lower Austria,Politischer Bezirk Wiener Neustadt,AT
"SVETLOGRAD, RS","(45.35, 42.85)",45.33528,42.85472,Svetlograd,Stavropol'skiy,,RU
"JIWANI, PK","(25.067811, 61.805419)",25.04992,61.74681,Jiwani,Balochistan,,PK
"CUNDERDIN AIRFIELD, AS","(-31.6166666, 117.2166666)",-31.65398,117.23374,Cunderdin,Western Australia,Cunderdin,AU
"QUELIMANE, MZ","(-17.8555, 36.869106)",-17.87861,36.88833,Quelimane,Zambezia,,MZ
"SHIMIZU, JA","(32.7166666, 133.0166666)",32.98333,132.93333,Nakamura,Kochi,,JP
"CIAMPINO, IT","(41.799361, 12.594936)",41.79916,12.60722,Ciampino,Latium,Citta metropolitana di Roma Capitale,IT
"JAKARTA OBSERVATORY, ID","(-6.1833333, 106.8333333)",-6.21462,106.84513,Jakarta,Jakarta Raya,,ID
"BINGHAMTON GREATER AP, NY US","(42.20678, -75.97993)",42.11563,-75.95881,Johnson City,New York,Broome County,US
"YANGCHENG, CH","(35.4833333, 112.4)",35.4922,112.40428,Fengcheng,Shanxi Sheng,,CN
"DIEGO GARCIA NAF, IO","(-7.3, 72.4)",-0.6,73.08333,Hithadhoo,South Province,,MV
"KUMAGAYA, JA","(36.15, 139.3833333)",36.13497,139.39004,Kumagaya,Saitama,,JP
"YUSHE, CH","(37.0666666, 112.9833333)",37.06359,112.95769,Jicheng,Shanxi Sheng,,CN
"MORONDAVA, MA","(-20.28475, 44.317614)",-20.28869,44.31782,Morondava,Menabe,,MG
"WU LU MU QI, CH","(43.7833333, 87.6166666)",43.78246,87.63682,Xingfulu,Xinjiang Uygur Zizhiqu,,CN
"CHIANG KAI SHEK INTERNATIONAL, TW","(25.077731, 121.232822)",24.99368,121.29696,Taoyuan City,Taiwan,,TW
"NOVOUZENSK, RS","(50.483, 48.133)",50.45917,48.14306,Novouzensk,Saratov,,RU
"TORSHAVN, DA","(62.0166666, -6.7666666)",62.00973,-6.77164,Torshavn,Streymoy,Torshavn,FO
"RANGAMATI, BG","(22.5333333, 92.2)",22.53511,91.91919,Raojan,Chittagong,,BD
"VASILEVICHI, BO","(52.25, 29.8333333)",52.2512,29.8288,Vasilyevichy,Gomel,,BY
"KOFU, JA","(35.6666666, 138.55)",35.66389,138.56833,Kofu-shi,Yamanashi,,JP
"ANZQBSKIJ PEREVAL, TI","(39.0833333, 68.8666666)",38.83827,68.89847,Tagob,,,TJ
"MANDAL, CH","(42.5333333, 110.1333333)",41.77031,109.96987,Tongyangdao,Inner Mongolia,,CN
"MAU HAU, ID","(-9.669217, 120.302006)",-9.6625,120.2926,Mangga Dua,East Nusa Tenggara,,ID
"KRASNOBORSK, RS","(61.55, 45.9333333)",61.55978,45.93396,Krasnoborsk,Arkhangelskaya,,RU
"LAC MEMPHREMAGOG, CA","(45.27, -72.17)",45.26678,-72.14909,Magog,Quebec,Estrie,CA
"SARAN PAUL, RS","(64.2833333, 60.8833333)",64.26102,60.90233,Saranpaul',Khanty-Mansiyskiy Avtonomnyy Okrug,,RU
"BALE MULHOUSE, FR","(47.589583, 7.529914)",47.57621,7.52244,Hesingue,Alsace,Departement du Haut-Rhin,FR
"CLEVELAND CUYAHOGA CO AIRPORT, OH US","(41.56667, -81.48333)",41.552,-81.47845,Highland Heights,Ohio,Cuyahoga County,US
"LYNCHBURG REGIONAL AIRPORT, VA US","(37.32126, -79.20649)",37.3207,-79.25753,Timberlake,Virginia,Campbell County,US
"YUMENZHEN, CH","(40.2666666, 97.0333333)",40.31878,97.11763,Xiaxihao,Gansu Sheng,,CN
"MASON JEWETT FIELD AIRPORT, MI US","(42.56583, -84.43306)",42.5792,-84.44358,Mason,Michigan,Ingham County,US
"WOLLONGONG AIRPORT, AS","(-34.5666666, 150.7833333)",-34.56123,150.79675,Albion Park Rail,New South Wales,Shellharbour,AU
"OMSUKCHAN, RS","(62.5166666, 155.8)",62.51575,155.79038,Omsukchan,Magadan,,RU
"SYOWA, AY","(-69.0, 39.5833333)",-49.35,70.21667,Port-aux-Francais,Kerguelen,,TF
"REA POINT NU, CA","(75.3666666, -105.7166666)",68.62602,-95.87836,Gjoa Haven,Nunavut,,CA
"SAN SEBASTIAN, SP","(43.356519, -1.790611)",43.36859,-1.79622,Fuenterrabia,Basque Country,Provincia de Guipuzcoa,ES
"KALBARRI, AS","(-27.7166666, 114.1666666)",-27.7105,114.16505,Kalbarri,Western Australia,Northampton Shire,AU
"SCORESBY RESEARCH INSTITUTE, AS","(-37.8666666, 145.25)",-37.88978,145.24962,Knoxfield,Victoria,Knox,AU
"STRUISBAAI, SF","(-34.8, 20.0666666)",-34.53215,20.04031,Bredasdorp,Western Cape,Overberg District Municipality,ZA
"SVITLOVODS K, UP","(49.05, 33.25)",49.04894,33.24106,Svitlovods'k,Kirovohrad,,UA
"MIDWEST NATIONAL AIR CENTER AIRPORT, MO US","(39.332, -94.31)",39.36778,-94.36217,Kearney,Missouri,Clay County,US
"PUERTO ANGEL OAX., MX","(15.6833333, -96.4833333)",15.74587,-96.46601,San Pedro Pochutla,Oaxaca,,MX
"BATEEN, AE","(24.428333, 54.458084)",24.46667,54.36667,Abu Dhabi,Abu Dhabi,,AE
"LE PALYVESTRE, FR","(43.097344, 6.146028)",43.11954,6.13897,Hyeres,Provence-Alpes-Cote d'Azur,Departement du Var,FR
"BEN GUERIR AIR BASE, MO","(32.1249, -7.878)",31.90226,-7.94169,Sidi Bou Othmane,Marrakech-Tensift-Al Haouz,Kelaa-Des-Sraghna,MA
"CHAING RAI ARGOMET, TH","(19.8666666, 99.7666666)",19.90858,99.8325,Chiang Rai,Chiang Rai,,TH
"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US","(37.13216, -76.49399)",37.23876,-76.50967,Yorktown,Virginia,York County,US
"SANTA RITA DE CASSIA, BR","(-11.0166666, -44.5333333)",-11.04833,-45.19306,Formosa do Rio Preto,Bahia,Formosa Do Rio Preto,BR
"RONDON DO PARA, BR","(-4.7833333, -48.0666666)",-5.52639,-47.49167,Imperatriz,Maranhao,Imperatriz,BR
"SHURCHI, UZ","(38.0177, 67.800265)",37.99944,67.7875,Sho'rchi,Surxondaryo,,UZ
"FAYETTEVILLE REGIONAL AIRPORT GRANNIS FIELD, NC US","(34.98953, -78.88004)",35.05266,-78.87836,Fayetteville,North Carolina,Cumberland County,US
"VESTER VEDSTED, DA","(55.3, 8.6666666)",55.33051,8.76966,Ribe,South Denmark,Esbjerg Kommune,DK
"HARRIET ALEXANDER FIELD AIRPORT, CO US","(38.533, -106.05)",38.53472,-105.9989,Salida,Colorado,Chaffee County,US
"MEIKTILA, BM","(20.8333333, 95.8333333)",20.87776,95.85844,Meiktila,Mandalay,,MM
"ISMAILIA, EG","(30.6, 32.25)",30.60427,32.27225,Ismailia,Al Isma'iliyah,,EG
"PITTSBURG SUISUN BAY, CA US","(38.042, -121.887)",38.02798,-121.88468,Pittsburg,California,Contra Costa County,US
"MARIETTA COBB CO MCCOLLUM FIELD AIRPORT, GA US","(34.01306, -84.59861)",34.02343,-84.61549,Kennesaw,Georgia,Cobb County,US
"CEAHLAU TOACA, RO","(46.9833333, 25.95)",47.05,25.96667,Ceahlau,Neamt,Comuna Ceahlau,RO
"ARTIGAS INTERNATIONAL, UY","(-30.400706, -56.507869)",-30.4,-56.46667,Artigas,Artigas,,UY
"LEIBNITZ, AU","(46.7666666, 15.55)",46.75,15.55,Wagna,Styria,Politischer Bezirk Leibnitz,AT
"PAULS VALLEY MUNICIPAL AIRPORT, OK US","(34.71083, -97.22306)",34.74008,-97.22225,Pauls Valley,Oklahoma,Garvin County,US
"SAYUN, YM","(15.967, 48.783)",15.94727,48.77965,Al Hamdi,Muhafazat Hadramawt,,YE
